Time,fi-1001-pv,fc-1011-pv,fc-1012-pv,fc-1002-pv,ti-1001-pv,ti-1011-pv,ti-1012-pv,ti-1013-pv,ti-1014-pv,ti-1015-pv,ti-1016-pv,ti-1021-pv,ti-1022-pv,ti-1023-pv,ti-1024-pv,ti-1025-pv,ti-1026-pv,tc-1002-pv,ai-1001-pv,ai-1002-pv,ai-1010-pv,pi-1050-pv,pi-1002-pv,pc-1611-pv
929,1301.78,649.55,650.91,1565.03,69.61,441.36,835.87,838.49,846.78,851.50,861.56,441.56,836.26,839.58,848.42,854.77,861.09,441.4597274,1.51,13.72,929.31,-186.81,81.69,108.76
930,1307.59,651.03,649.77,1562.82,70.52,442.58,837.17,840.46,847.26,852.29,861.31,441.91,836.55,841.24,844.30,851.93,860.55,442.2415049,1.42,14.85,930.97,-194.69,82.21,107.98
931,1302.39,645.58,650.79,1554.74,71.11,441.10,833.12,839.44,847.46,851.12,860.87,440.72,837.41,840.01,843.53,854.71,860.89,440.9103377,1.43,15.30,937.91,-186.86,82.01,108.29
932,1308.15,647.61,652.00,1553.74,71.77,440.79,837.04,840.72,843.03,854.83,863.06,439.87,833.93,841.71,847.69,851.04,863.21,440.3293635,1.58,13.64,922.50,-186.65,81.75,107.49
933,1294.11,653.93,654.33,1561.23,71.18,438.17,836.89,840.74,846.23,852.36,862.05,440.50,833.75,841.65,844.38,852.70,862.41,439.3332962,1.51,14.26,931.15,-188.82,82.35,107.81
934,1300.01,646.93,650.43,1561.65,69.44,442.63,835.65,840.67,844.54,851.63,862.34,441.45,836.70,840.03,844.54,852.89,860.53,442.0377045,1.45,13.85,921.65,-185.78,81.86,106.84
935,1298.87,645.74,650.13,1558.01,68.73,440.06,832.99,841.95,847.11,854.59,863.13,442.30,835.62,838.32,845.35,854.15,862.74,441.1853005,1.46,16.01,937.89,-186.53,82.15,108.94
936,1299.58,647.32,650.46,1553.74,69.16,441.60,836.28,838.78,847.43,852.40,863.38,440.16,833.65,841.46,848.94,853.27,863.16,440.8804764,1.59,15.14,939.34,-193.70,81.69,107.85
937,1291.60,651.55,647.57,1558.65,71.95,438.13,835.59,841.91,845.75,850.65,861.39,438.91,835.94,839.44,847.70,852.07,863.37,438.5179529,1.63,14.85,927.53,-194.72,81.89,107.44
938,1301.67,653.19,649.67,1559.64,71.06,440.01,835.93,840.69,848.20,852.04,862.86,437.55,836.40,840.97,847.51,853.77,861.79,438.782057,1.46,14.89,930.64,-190.10,82.21,107.96
939,1308.96,653.84,647.38,1555.86,68.21,439.97,834.61,841.78,847.70,852.08,862.52,442.38,835.61,840.58,847.60,855.23,862.62,441.168406,1.36,15.75,920.57,-190.13,82.22,107.82
940,1308.31,646.10,653.62,1567.36,69.54,440.75,834.43,840.08,846.87,853.61,863.48,439.25,834.05,838.28,844.16,852.79,863.02,439.9976631,1.60,15.53,935.04,-188.61,82.21,107.67
941,1299.63,654.98,645.26,1565.42,71.61,437.47,836.73,840.44,847.23,852.57,861.33,442.66,832.94,841.37,846.49,850.82,861.77,440.0505011,1.49,14.90,928.67,-189.35,82.19,108.89
942,1297.76,654.59,647.47,1552.95,69.95,439.72,833.50,841.28,843.39,854.96,863.21,441.66,834.71,839.98,843.01,851.48,862.02,440.68423,1.62,15.46,920.37,-193.65,81.83,107.34
943,1290.24,649.77,648.28,1555.80,68.32,438.15,834.14,838.31,847.95,850.86,860.65,440.03,836.97,840.11,848.75,855.13,861.48,439.089566,1.46,15.11,921.47,-190.05,82.24,108.22
944,1307.57,647.46,649.11,1561.19,71.29,440.10,833.19,840.20,845.80,853.65,862.26,442.85,833.50,841.69,844.72,851.01,860.69,441.474368,1.50,14.00,929.77,-194.29,82.45,108.42
945,1307.90,653.38,651.70,1565.24,68.83,439.91,835.97,838.41,844.44,851.35,861.91,441.73,833.74,841.46,847.36,852.02,860.79,440.8165185,1.62,15.43,937.45,-185.91,81.57,107.44
946,1303.01,654.01,645.89,1566.64,69.70,438.31,836.38,841.33,843.03,854.43,860.61,437.37,836.78,839.06,844.53,851.92,861.83,437.8436886,1.42,13.61,931.06,-187.21,82.44,106.86
947,1299.49,648.40,649.25,1556.95,68.74,441.28,834.18,840.10,845.79,853.99,861.56,437.55,833.34,840.30,847.15,854.32,861.55,439.4108274,1.55,15.60,939.93,-190.51,82.13,107.32
948,1296.88,650.79,645.93,1565.09,70.95,441.90,835.95,838.91,843.53,850.99,863.36,442.15,836.64,840.53,848.12,854.90,860.77,442.0239178,1.37,14.95,934.41,-192.07,81.64,107.37
949,1298.04,646.23,652.64,1557.39,70.57,439.39,834.29,838.04,843.20,852.83,862.66,438.43,834.62,841.37,848.38,854.57,861.43,438.9063611,1.62,16.40,933.07,-187.14,81.99,108.24
950,1307.85,645.63,652.47,1554.20,71.43,438.37,833.27,839.75,845.12,852.17,863.37,441.53,833.33,839.02,847.03,854.35,861.56,439.9570807,1.48,14.47,933.35,-185.55,82.26,107.13
951,1303.05,645.04,654.18,1560.93,68.25,439.38,834.17,840.45,845.38,853.46,862.07,438.96,836.13,841.56,847.68,852.06,862.14,439.1656632,1.37,14.59,927.97,-186.92,82.15,108.69
952,1290.20,647.82,654.29,1555.86,69.17,440.82,837.10,839.25,847.56,853.23,860.54,438.70,836.25,838.35,846.15,852.64,862.09,439.7586961,1.61,15.78,931.05,-190.60,81.99,109.28
953,1291.58,654.66,647.27,1565.63,70.97,438.45,834.48,838.29,844.49,853.40,863.28,439.85,832.76,839.48,846.31,853.89,860.67,439.1442243,1.41,13.72,937.84,-186.50,82.02,107.89
954,1303.44,649.50,652.73,1553.13,70.11,441.31,836.07,839.61,846.71,855.42,861.23,438.14,835.63,838.28,844.19,854.90,862.06,439.7190152,1.64,15.48,925.27,-187.17,82.47,109.12
955,1294.21,652.46,649.48,1556.19,69.12,439.79,832.76,841.80,844.08,855.30,863.17,442.90,837.32,839.60,847.95,854.50,861.61,441.3422012,1.45,14.66,926.64,-185.88,82.19,109.19
956,1294.50,645.10,653.87,1565.40,71.82,441.96,835.93,840.98,843.26,853.71,863.00,437.85,837.08,841.06,846.33,854.81,863.17,439.8930114,1.41,16.16,930.88,-186.32,82.16,108.20
957,1307.17,646.50,645.72,1566.75,71.70,441.89,836.43,838.98,844.56,855.31,863.30,441.59,836.52,841.83,844.52,852.37,862.40,441.7425482,1.39,13.80,923.50,-191.70,82.19,108.11
958,1298.94,647.41,645.97,1554.64,71.89,441.80,835.70,839.45,847.79,855.34,862.97,442.08,834.20,841.02,848.02,851.03,863.38,441.9398449,1.64,15.95,934.02,-187.13,81.79,108.26
959,1307.26,654.85,651.31,1567.14,70.21,438.93,832.89,840.43,843.79,853.39,862.38,437.17,836.98,840.41,846.71,854.34,860.63,438.0513073,1.54,14.56,922.55,-192.35,81.86,107.36
960,1306.52,645.40,652.98,1554.15,71.50,439.39,836.66,839.10,845.67,850.81,862.01,441.95,836.33,838.00,848.06,854.80,862.27,440.6782236,1.60,15.88,929.14,-189.41,82.07,107.06
961,1307.10,646.50,654.01,1564.00,68.62,438.26,832.85,839.53,846.00,852.73,863.32,437.40,833.04,841.30,846.71,854.74,862.63,437.8256846,1.57,14.92,934.25,-186.41,82.49,108.67
962,1309.89,650.36,646.91,1562.04,70.30,437.75,832.89,839.50,847.70,854.59,861.82,439.39,837.04,841.84,845.73,853.50,862.18,438.5694984,1.62,14.45,925.38,-191.59,81.87,108.51
963,1291.80,649.55,646.62,1556.60,71.02,442.05,832.56,838.10,848.58,853.38,863.43,441.41,833.90,840.91,847.34,854.96,860.74,441.7305656,1.46,15.21,924.67,-187.34,81.59,109.23
964,1303.02,651.12,647.79,1556.25,71.56,438.18,835.68,840.51,847.32,853.76,861.78,438.03,835.65,840.88,844.12,854.23,863.04,438.1024849,1.39,15.52,930.53,-185.12,81.90,107.91
965,1297.61,650.38,649.42,1557.05,69.86,437.49,835.72,841.68,846.68,852.91,862.08,442.25,834.08,840.64,848.02,851.97,861.39,439.8674157,1.61,13.72,933.18,-191.17,82.15,108.70
966,1301.44,650.19,647.04,1554.88,70.82,440.98,836.65,839.01,847.28,854.57,863.30,439.94,837.28,841.63,845.21,854.17,860.79,440.461422,1.54,16.14,925.99,-185.26,82.46,108.90
967,1291.14,653.61,651.36,1559.89,68.29,441.76,837.39,841.54,846.07,853.14,861.14,437.40,833.55,838.53,848.35,854.12,861.43,439.5838074,1.49,15.11,923.59,-189.56,81.99,109.28
968,1295.91,647.60,651.83,1553.62,69.02,442.44,836.72,838.05,844.98,855.49,861.73,441.31,835.27,840.25,845.95,853.62,863.26,441.8719468,1.45,16.05,920.86,-188.75,82.33,106.85
969,1309.96,648.84,647.71,1567.30,71.81,439.05,833.65,838.36,847.27,855.34,862.15,438.23,833.17,839.89,846.67,851.30,861.64,438.6363958,1.64,13.66,922.45,-190.78,82.39,108.25
970,1290.46,649.72,651.84,1558.30,69.74,440.36,836.89,841.37,847.07,852.32,862.57,441.22,836.21,841.99,848.97,851.73,860.89,440.7950979,1.51,15.02,929.87,-186.41,82.21,108.59
971,1294.68,650.92,649.14,1558.85,69.97,439.77,836.75,838.66,844.89,855.40,862.57,440.36,833.45,841.68,846.28,853.84,862.03,440.0635526,1.65,15.65,924.75,-188.28,81.75,108.42
972,1291.70,653.52,652.79,1566.49,68.15,438.24,836.24,838.64,844.65,854.38,861.21,440.59,833.80,841.71,846.72,854.99,862.24,439.4138198,1.57,15.63,927.06,-194.07,82.09,107.01
973,1298.68,654.26,651.66,1552.67,69.73,442.32,835.91,839.41,844.87,854.08,861.19,441.38,836.02,840.61,847.96,853.47,861.18,441.8496127,1.44,16.06,934.92,-191.55,81.88,107.40
974,1300.14,653.01,648.62,1561.15,71.37,437.22,833.02,839.48,846.12,851.14,861.43,439.16,833.69,840.47,844.92,852.15,862.35,438.1867901,1.60,14.10,935.85,-191.84,82.24,107.60
975,1293.54,653.60,647.18,1564.31,68.73,442.45,836.94,841.29,845.14,854.56,861.66,439.47,834.82,838.48,847.41,853.35,863.33,440.9673918,1.54,15.50,927.12,-189.26,81.63,108.44
976,1303.40,649.55,646.81,1554.40,70.72,437.80,835.49,838.26,843.93,853.98,861.10,438.00,834.08,839.13,845.53,853.60,862.93,437.8963227,1.39,15.49,925.34,-189.19,82.35,108.23
977,1305.02,651.85,651.54,1559.48,70.57,437.23,833.80,839.00,847.02,853.15,862.88,439.01,836.86,841.15,843.31,853.91,862.68,438.1188849,1.42,14.20,938.35,-189.52,82.14,108.56
978,1309.18,650.47,653.56,1566.25,68.30,440.60,836.41,838.61,847.94,853.95,861.20,439.21,836.04,838.07,844.31,852.60,862.65,439.8998104,1.65,15.58,929.94,-188.15,82.28,108.29
979,1290.52,649.45,649.09,1557.83,70.89,439.79,834.32,839.48,843.41,851.11,861.40,439.14,836.45,839.69,846.84,851.11,862.76,439.4664678,1.64,16.07,937.75,-185.07,82.32,106.98
980,1297.77,652.78,649.17,1561.21,70.03,441.94,833.38,840.26,843.83,852.65,862.05,441.21,835.80,838.62,847.48,852.97,862.96,441.5791181,1.46,15.88,920.88,-186.56,81.66,108.65
981,1303.74,650.64,646.01,1562.17,71.92,437.27,835.42,839.57,846.69,851.72,862.30,440.36,834.22,841.21,846.56,850.66,862.66,438.8114963,1.39,16.19,937.86,-189.16,82.18,108.45
982,1295.78,649.77,649.13,1557.30,68.43,438.50,832.52,839.00,846.11,850.84,863.25,439.69,834.54,839.21,847.69,854.32,862.34,439.0953873,1.59,14.20,939.70,-193.40,82.16,107.71
983,1305.04,649.13,654.53,1552.88,68.40,440.94,835.97,840.14,843.37,853.42,861.72,438.96,836.60,839.99,844.64,851.72,861.40,439.9457707,1.55,14.10,921.64,-191.18,82.43,107.21
984,1297.74,653.53,653.78,1565.70,71.46,440.12,833.12,841.46,846.29,850.75,862.91,441.66,836.94,838.10,845.32,851.12,862.00,440.8898485,1.47,15.14,922.15,-185.86,82.48,109.09
985,1292.28,645.66,653.56,1567.02,69.83,442.58,835.67,840.90,845.16,852.55,862.99,437.41,835.78,838.20,846.04,855.12,861.53,439.9781131,1.59,13.71,924.60,-194.22,81.78,107.86
986,1299.73,648.00,648.69,1552.75,68.40,440.76,834.37,839.18,847.18,852.48,862.14,440.95,834.22,841.24,845.99,851.83,862.15,440.8539975,1.60,15.55,932.27,-185.67,81.99,108.01
987,1295.15,651.16,649.71,1552.70,70.07,438.71,835.21,838.06,843.78,852.16,862.55,441.05,836.74,841.65,844.69,853.05,862.77,439.8760633,1.47,14.69,938.88,-193.53,81.87,107.58
988,1294.86,646.47,651.70,1565.09,70.77,437.54,837.47,839.33,848.72,852.33,861.96,442.39,836.19,840.53,845.46,854.89,860.77,439.976806,1.48,13.62,933.47,-187.28,81.57,108.49
989,1305.07,654.63,652.60,1559.99,69.19,438.56,835.53,841.71,845.76,854.03,860.91,438.68,833.07,840.11,846.14,852.80,860.99,438.6217134,1.47,13.70,925.55,-193.24,82.03,108.67
990,1300.83,653.14,650.64,1559.65,68.01,438.33,834.14,840.94,848.42,851.75,861.22,439.66,835.11,841.34,848.74,851.64,861.54,438.9960533,1.37,14.21,930.69,-187.60,82.12,107.92
991,1302.48,654.50,646.35,1561.35,70.29,437.38,833.71,838.11,848.71,854.63,862.87,442.76,835.83,841.04,848.90,855.10,863.01,440.0535988,1.60,15.37,930.70,-190.21,82.12,108.15
992,1304.29,647.33,647.35,1560.31,71.38,438.92,834.36,838.61,844.73,854.36,862.37,441.95,834.57,840.40,844.00,850.96,863.14,440.4342137,1.58,13.70,925.29,-188.07,82.07,108.49
993,1290.92,649.33,645.71,1563.04,69.30,439.54,833.27,840.17,846.85,852.76,861.04,439.34,834.92,840.05,846.84,854.91,862.78,439.4412339,1.47,14.20,920.89,-188.03,82.33,106.81
994,1303.49,654.48,653.07,1557.56,68.43,438.45,835.09,841.49,844.41,854.80,862.33,437.32,834.98,838.77,845.88,853.89,860.77,437.885142,1.51,13.77,934.77,-189.19,82.35,106.76
995,1296.35,650.46,645.69,1561.82,68.83,442.98,833.91,840.02,843.04,850.58,862.99,437.49,834.87,841.33,844.29,853.33,861.82,440.245673,1.50,14.03,924.06,-190.00,82.00,108.62
996,1299.38,645.01,654.81,1560.95,68.21,438.66,835.01,838.24,844.93,853.16,862.92,439.14,835.21,839.72,843.85,855.28,862.51,438.9038157,1.58,16.18,929.23,-188.10,82.04,108.83
997,1302.31,652.84,647.82,1553.74,71.04,441.75,833.89,839.63,844.04,853.73,861.21,438.35,833.41,841.98,848.97,850.79,862.31,440.0568569,1.45,13.70,921.24,-185.07,82.15,108.40
998,1298.46,645.97,652.70,1554.72,71.95,441.13,834.32,838.29,847.07,855.36,861.34,439.12,835.51,839.69,847.06,850.98,861.17,440.1229486,1.57,15.41,938.05,-185.94,81.58,109.14
